student_id,sleep_hours,addiction_score
2628,8.44,11.41
2629,4.51,8.66
2630,9.0,4.57
2631,4.82,16.26
2632,7.37,16.7
2633,8.74,8.75
2634,5.81,1.19
2635,7.67,20.14
2636,5.75,2.91
2637,5.52,2.16
2638,5.01,10.31
2639,8.1,13.55
2640,5.29,4.25
2641,5.42,8.75
2642,8.99,5.93
2643,5.64,6.56
2644,6.11,6.75
2645,8.95,11.53
2646,5.85,16.03
2647,5.83,5.42
2648,8.14,2.59
2649,5.56,14.55
2650,5.17,16.75
2651,6.12,8.11
2652,7.5,11.21
2653,4.22,1.92
2654,5.87,3.78
2655,5.73,3.34
2656,5.22,14.42
2657,7.27,9.93
2658,5.45,14.04
2659,7.03,14.79
2660,6.52,12.05
2661,5.09,8.12
2662,5.33,1.68
2663,4.85,16.09
2664,4.28,10.77
2665,7.1,13.76
2666,7.36,-1.18
2667,4.83,6.3
2668,7.08,14.71
2669,8.91,1.04
2670,4.37,11.77
2671,6.45,10.21
2672,7.67,3.4
2673,4.23,6.01
2674,7.89,4.71
2675,8.9,0.79
2676,4.44,10.17
2677,8.11,2.05
2678,5.89,6.75
2679,4.72,13.36
2680,6.47,8.17
2681,4.36,8.25
2682,6.61,12.64
2683,4.1,15.7
2684,7.64,3.75
2685,6.44,9.77
2686,6.29,13.6
2687,4.98,5.88
2688,5.81,15.65
2689,4.91,19.07
2690,7.68,18.2
2691,5.0,6.3
2692,7.08,4.79
2693,5.4,21.58
2694,7.28,9.61
2695,6.7,8.27
2696,6.12,9.75
2697,7.37,6.65
2698,6.08,7.69
2699,8.11,17.37
2700,7.65,5.84
2701,6.7,2.82
2702,8.39,9.55
2703,8.14,8.8
2704,6.66,3.15
2705,4.34,8.82
2706,6.83,10.07
2707,5.78,15.13
2708,6.7,2.1
2709,7.24,11.09
2710,7.22,8.84
2711,7.37,13.7
2712,7.4,7.89
2713,4.55,5.3
2714,4.96,14.97
2715,7.15,8.32
2716,6.04,-0.18
2717,7.81,11.05
2718,4.62,9.91
2719,4.96,5.46
2720,6.79,4.71
2721,6.5,5.19
2722,5.33,10.86
2723,6.04,9.83
2724,4.17,3.1
2725,4.19,0.47
2726,4.47,7.05
2727,6.88,16.76
2728,8.32,12.99
2729,5.3,17.91
2730,4.17,0.46
2731,7.54,19.42
2732,8.28,7.32
2733,4.69,21.1
2734,5.93,5.28
2735,4.79,10.03
2736,4.53,10.35
2737,7.24,2.16
2738,8.84,13.86
2739,7.39,11.12
2740,8.92,17.21
2741,6.17,9.95
2742,8.49,11.29
2743,5.03,5.33
2744,4.59,17.89
2745,7.51,9.21
2746,5.86,11.86
2747,5.59,9.88
2748,7.36,8.97
2749,5.67,13.6
2750,6.86,-0.48
2751,5.5,3.96
2752,7.92,3.97
2753,5.56,12.01
2754,6.67,1.92
2755,4.12,2.79
2756,7.96,2.61
2757,7.1,12.66
2758,4.96,10.24
2759,5.08,7.18
2760,5.31,19.22
2761,6.88,21.62
2762,6.74,6.74
2763,5.37,14.6
2764,7.47,10.51
2765,8.45,7.42
2766,4.22,6.76
2767,6.09,7.34
2768,6.97,6.35
2769,6.93,11.24
2770,4.1,15.22
2771,5.05,12.04
2772,4.31,10.45
2773,6.84,2.35
2774,7.23,9.24
2775,4.8,8.97
2776,5.67,13.34
2777,5.65,14.1
2778,8.1,16.34
2779,4.97,7.25
2780,6.74,14.69
2781,7.91,18.66
2782,8.15,9.31
2783,7.33,4.18
2784,5.5,11.61
2785,8.12,5.76
2786,7.71,14.18
2787,7.52,7.79
2788,4.34,4.17
2789,4.22,5.77
2790,7.48,7.78
2791,8.72,16.78
2792,7.87,4.73
2793,8.16,8.5
2794,6.72,15.79
2795,5.52,8.61
2796,7.39,11.4
2797,7.56,11.11
2798,7.38,12.65
2799,8.73,5.09
2800,5.84,3.57
2801,4.2,12.26
2802,8.54,16.44
2803,4.8,1.49
2804,7.49,6.06
2805,8.37,9.57
2806,5.55,13.03
2807,8.15,3.95
2808,5.66,13.88
2809,7.97,5.75
2810,4.35,18.36
2811,7.28,10.21
2812,7.39,11.57
2813,6.46,7.82
2814,7.44,13.6
2815,8.62,4.83
2816,7.67,6.54
2817,8.81,8.66
2818,6.24,13.09
2819,6.64,10.91
2820,5.32,9.61
2821,8.93,8.92
2822,4.28,5.65
2823,5.79,12.83
2824,5.49,13.33
2825,5.93,14.38
2826,8.59,7.95
2827,5.84,19.02
2828,8.58,14.35
2829,6.12,10.73
2830,8.27,5.89
2831,6.61,13.1
2832,5.56,10.49
2833,6.25,6.66
2834,6.12,5.23
2835,5.3,6.91
2836,5.45,8.25
2837,4.93,7.87
2838,5.68,7.4
2839,7.12,12.04
2840,5.93,12.22
2841,7.56,6.05
2842,8.93,9.54
2843,5.89,18.4
2844,6.31,13.57
2845,4.82,6.23
2846,5.96,17.3
2847,7.63,0.9
2848,5.09,17.19
2849,4.91,4.76
2850,5.88,3.07
2851,8.09,4.99
2852,7.12,7.17
2853,8.79,12.35
2854,8.52,14.17
2855,4.76,15.4
2856,4.21,3.59
2857,6.0,8.76
2858,6.61,2.23
2859,6.58,1.25
2860,4.67,11.84
2861,4.62,2.68
2862,4.23,12.25
2863,8.25,11.71
2864,8.74,4.35
2865,4.58,11.59
2866,5.07,-0.18
2867,4.45,9.68
2868,8.39,10.78
2869,8.79,7.82
2870,5.31,8.46
2871,5.52,16.26
2872,5.81,0.9
2873,6.51,13.52
2874,7.41,8.71
2875,6.52,8.79
2876,8.76,16.1
2877,4.5,17.31
2878,7.99,1.57
2879,5.67,7.92
2880,5.89,12.02
2881,7.54,4.02
2882,8.65,11.22
2883,7.58,12.47
2884,7.88,12.6
2885,7.75,13.43
2886,5.6,11.05
2887,7.78,10.53
2888,7.92,15.94
2889,6.67,14.54
2890,6.68,5.35
2891,7.8,7.2
2892,8.09,12.24
2893,5.69,22.05
2894,8.01,5.81
2895,8.07,8.39
2896,5.17,16.36
2897,7.58,10.43
2898,4.93,2.07
2899,4.47,10.55
2900,6.87,18.97
2901,8.54,13.05
2902,4.18,13.49
2903,8.13,3.48
2904,6.53,14.97
2905,8.3,6.36
2906,8.22,21.24
2907,8.38,6.8
2908,7.84,1.99
2909,8.21,12.59
2910,4.88,6.38
2911,5.52,13.94
2912,5.21,20.91
2913,7.71,16.29
2914,4.77,13.37
2915,4.91,10.01
2916,8.39,15.75
2917,7.53,12.71
2918,8.38,13.11
2919,4.7,10.21
2920,5.99,12.33
2921,5.42,14.71
2922,4.05,6.87
2923,5.42,14.55
2924,5.9,14.44
2925,4.46,9.34
2926,6.83,9.79
2927,5.92,11.09
2928,4.23,13.62
2929,7.52,7.41
2930,7.65,13.9
2931,8.17,10.12
2932,6.43,5.28
2933,8.84,13.7
2934,8.57,9.7
2935,6.76,17.36
2936,6.22,3.57
2937,4.02,0.35
2938,7.55,17.52
2939,6.82,7.11
2940,8.69,12.59
2941,6.97,13.79
2942,8.96,14.16
2943,8.27,1.1
2944,8.77,10.84
2945,5.64,14.3
2946,4.75,2.68
2947,7.98,8.13
2948,7.93,10.84
2949,5.06,7.1
2950,7.82,16.47
2951,6.91,12.59
2952,4.55,16.8
2953,6.51,15.25
2954,8.66,15.47
2955,6.53,7.83
2956,7.94,12.09
2957,4.14,11.59
2958,7.64,16.95
2959,8.73,16.75
2960,6.5,15.08
2961,5.69,16.6
2962,7.23,15.25
2963,8.58,0.07
2964,4.88,15.68
2965,6.02,14.07
2966,4.78,7.15
2967,6.48,1.53
2968,6.7,15.68
2969,8.72,6.75
2970,6.06,6.94
2971,6.83,11.27
2972,8.43,17.74
2973,5.61,15.18
2974,7.37,9.27
2975,7.79,8.05
2976,5.65,5.3
2977,4.82,6.92
2978,6.51,5.94
2979,5.78,15.81
2980,5.33,9.92
2981,8.87,5.03
2982,6.51,5.4
2983,8.28,12.6
2984,4.98,10.82
2985,8.7,-1.26
2986,7.97,16.92
2987,8.04,8.2
2988,5.95,5.65
2989,6.43,3.81
2990,6.97,14.03
2991,7.95,3.04
2992,8.25,2.9
2993,4.39,8.05
2994,8.52,13.84
2995,8.69,7.5
2996,6.96,7.68
2997,4.93,8.33
2998,8.09,7.67
2999,6.74,10.66
3000,8.09,4.05
3001,8.07,2.16
3002,4.43,11.22
3003,7.04,5.46
3004,6.42,6.39
3005,8.73,7.97
3006,5.48,18.72
3007,5.03,7.69
3008,8.49,13.97
3009,4.74,12.35
3010,7.43,18.45
3011,5.5,15.48
3012,6.84,10.62
3013,7.08,11.32
3014,6.09,2.11
3015,8.87,10.58
3016,4.66,18.12
3017,5.96,12.03
3018,6.15,12.57
3019,7.16,13.33
3020,6.04,8.91
3021,4.49,10.02
3022,8.74,8.72
3023,6.08,3.81
3024,5.71,13.52
3025,6.23,18.76
3026,5.08,17.15
3027,4.5,4.44
3028,4.74,14.06
3029,4.83,8.17
3030,4.99,5.34
3031,6.1,14.3
3032,7.12,6.13
3033,7.14,2.62
3034,4.0,10.11
3035,8.6,12.24
3036,8.11,8.07
3037,8.82,8.39
3038,5.8,11.37
3039,7.32,13.74
3040,4.84,18.59
3041,8.09,11.76
3042,4.81,6.1
3043,5.63,4.94
3044,6.45,4.59
3045,6.97,15.74
3046,6.8,0.27
3047,4.51,4.23
3048,6.11,18.08
3049,8.61,11.77
3050,8.36,15.51
3051,6.95,14.58
3052,6.86,15.25
3053,4.56,12.0
3054,5.0,6.6
3055,5.26,22.78
3056,6.44,8.66
3057,7.66,4.95
3058,6.3,4.99
3059,4.63,14.42
3060,6.2,16.74
3061,4.81,2.68
3062,7.76,3.31
3063,4.83,18.79
3064,6.41,15.65
3065,7.47,3.22
3066,5.14,7.11
3067,4.38,13.09
3068,6.82,6.46
3069,4.27,17.85
3070,6.94,3.14
3071,7.77,8.01
3072,5.65,6.99
3073,6.44,4.27
3074,8.64,2.6
3075,6.36,3.4
3076,8.98,15.74
3077,4.79,1.71
3078,7.54,16.35
3079,7.26,8.18
3080,8.36,14.15
3081,4.46,6.28
3082,5.4,8.78
3083,4.66,4.0
3084,8.67,10.84
3085,6.13,10.27
3086,8.55,13.05
3087,5.47,14.35
3088,4.63,8.07
3089,5.48,14.33
3090,6.99,13.41
3091,8.23,17.06
3092,5.93,15.71
3093,8.57,7.78
3094,5.22,3.1
3095,7.47,10.07
3096,7.68,14.26
3097,5.37,12.56
3098,4.13,12.7
3099,5.83,4.72
3100,4.23,5.39
3101,8.5,1.11
3102,8.77,12.49
3103,7.68,12.21
3104,7.63,9.22
3105,5.2,9.16
3106,4.37,3.63
3107,8.01,4.46
3108,6.8,14.24
3109,7.41,13.62
3110,7.9,14.97
3111,6.05,12.66
3112,4.72,15.67
3113,7.98,5.2
3114,6.27,8.77
3115,8.13,12.42
3116,6.19,13.95
3117,5.09,13.03
3118,4.86,1.85
3119,7.72,5.83
3120,6.87,11.47
3121,6.02,14.77
3122,6.46,5.67
3123,6.75,3.59
3124,5.2,12.11
3125,5.89,4.08
3126,5.46,6.72
3127,5.94,5.21
3128,6.5,5.7
3129,4.87,11.15
3130,5.97,6.43
3131,5.93,2.04
3132,5.43,0.28
3133,8.99,2.29
3134,4.37,11.47
3135,7.21,-0.91
3136,4.87,7.21
3137,8.2,4.48
3138,8.57,4.43
3139,6.01,5.98
3140,8.12,-0.39
3141,5.25,14.96
3142,4.7,10.27
3143,5.58,13.43
3144,5.71,3.07
3145,5.99,2.28
3146,5.86,7.23
3147,6.06,16.89
3148,7.55,6.89
3149,5.23,10.77
3150,4.09,1.99
3151,6.45,1.92
3152,6.24,15.7
3153,4.3,10.07
3154,4.67,14.62
3155,6.55,13.17
3156,5.17,9.63
3157,8.39,4.81
3158,4.87,13.33
3159,4.1,2.43
3160,6.24,7.49
3161,8.93,11.38
3162,7.17,14.9
3163,5.77,14.25
3164,4.08,13.74
3165,6.42,8.44
3166,5.03,9.24
3167,7.24,4.75
3168,6.92,12.37
3169,5.33,16.27
3170,4.34,7.68
3171,7.78,4.07
3172,6.93,7.91
3173,8.21,13.84
3174,5.3,6.27
3175,7.26,4.27
3176,4.59,16.46
3177,5.46,16.83
3178,7.28,5.16
3179,8.13,17.03
3180,5.6,8.78
3181,7.99,9.41
3182,7.39,12.62
3183,5.74,10.77
3184,8.38,13.87
3185,6.55,4.8
3186,7.24,18.63
3187,6.48,5.23
3188,6.26,12.46
3189,8.24,6.18
3190,5.47,4.45
3191,4.18,1.88
3192,8.4,12.35
3193,8.13,9.59
3194,5.83,11.41
3195,4.93,10.02
3196,7.38,12.54
3197,4.39,13.14
3198,6.12,5.85
3199,4.43,6.9
3200,6.99,18.28
3201,4.14,9.05
3202,7.15,6.5
3203,7.37,16.77
3204,6.44,11.88
3205,4.88,3.89
3206,4.51,20.97
3207,5.57,10.71
3208,6.33,3.97
3209,7.21,7.8
3210,4.01,8.61
3211,7.56,14.77
3212,7.56,3.61
3213,6.22,5.51
3214,5.72,5.89
3215,8.21,9.79
3216,7.92,2.63
3217,8.92,4.0
3218,5.86,16.07
3219,8.53,16.04
3220,4.44,7.37
3221,6.06,8.95
3222,6.33,9.38
3223,6.2,7.39
3224,7.13,15.41
3225,4.85,14.53
3226,8.33,0.94
3227,6.76,5.82
3228,8.52,8.85
3229,4.01,11.07
3230,7.15,10.34
3231,6.06,15.77
3232,6.53,14.92
3233,7.72,6.19
3234,5.14,14.49
3235,5.02,14.54
3236,7.52,11.68
3237,6.61,16.88
3238,5.17,6.79
3239,6.42,6.42
3240,6.3,15.69
3241,7.46,11.1
3242,4.01,15.49
3243,6.93,0.61
3244,7.03,11.5
3245,7.73,2.03
3246,8.45,7.44
3247,6.2,11.01
3248,5.71,0.72
3249,4.51,2.53
3250,5.68,12.59
3251,4.34,8.37
3252,8.01,5.34
3253,8.04,7.01
3254,6.09,3.57
3255,5.3,17.41
3256,4.59,6.6
3257,8.26,5.08
3258,8.39,12.86
3259,5.33,14.82
3260,7.11,15.69
3261,5.29,11.74
3262,5.13,17.84
3263,4.11,9.34
3264,6.89,20.46
3265,4.75,16.96
3266,4.06,10.7
3267,4.52,10.4
3268,5.57,10.49
3269,7.35,2.0
3270,5.01,5.11
3271,8.44,14.68
3272,5.44,11.76
3273,5.66,9.8
3274,5.09,14.42
3275,5.27,12.95
3276,4.37,4.05
3277,5.47,14.86
3278,8.3,14.58
3279,7.44,4.37
3280,8.38,16.4
3281,4.52,3.75
3282,6.28,9.54
3283,5.15,1.36
3284,7.61,10.58
3285,8.85,9.14
3286,8.08,10.01
3287,4.18,13.27
3288,5.58,4.42
3289,4.14,12.4
3290,4.2,8.84
3291,4.4,20.46
3292,5.38,10.12
3293,5.52,-1.98
3294,6.0,1.85
3295,6.02,13.95
3296,7.86,13.48
3297,4.71,3.58
3298,4.79,12.54
3299,7.13,14.2
3300,6.86,18.17
3301,4.77,16.49
3302,8.26,18.29
3303,5.65,15.24
3304,5.83,17.1
3305,6.1,4.1
3306,5.61,14.6
3307,6.79,12.82
3308,5.94,15.05
3309,5.3,13.64
3310,8.52,4.44
3311,5.54,9.26
3312,7.49,12.25
3313,5.74,3.84
3314,6.18,8.83
3315,5.18,11.63
3316,7.76,10.79
3317,7.69,8.98
3318,4.11,4.09
3319,4.3,18.67
3320,8.61,11.86
3321,8.44,2.28
3322,6.53,12.0
3323,6.47,13.54
3324,8.06,5.26
3325,4.69,8.2
3326,7.27,13.04
3327,6.38,11.33
3328,7.72,14.57
3329,4.15,7.13
3330,6.96,1.47
3331,6.78,16.43
3332,8.2,6.96
3333,7.38,9.82
3334,8.4,4.87
3335,8.44,6.84
3336,6.04,5.79
3337,4.69,7.0
3338,7.15,7.89
3339,8.37,0.71
3340,4.37,7.41
3341,6.79,13.27
3342,4.57,2.32
3343,4.13,15.41
3344,7.4,7.17
3345,7.41,4.69
3346,7.0,12.0
3347,8.3,9.02
3348,4.4,11.54
3349,4.53,2.12
3350,8.32,14.42
3351,6.52,12.73
3352,5.37,4.88
3353,7.69,7.77
3354,8.47,12.2
3355,7.45,12.02
3356,7.96,5.56
3357,5.41,8.84
3358,5.44,8.2
3359,8.32,8.16
3360,7.07,14.78
3361,5.17,9.19
3362,6.62,9.06
3363,7.43,18.98
3364,5.09,11.48
3365,7.27,11.0
3366,4.21,7.0
3367,5.52,8.65
3368,7.37,9.42
3369,4.75,9.98
3370,5.11,17.53
3371,8.4,13.57
3372,7.37,10.98
3373,6.49,8.25
3374,5.05,6.69
3375,5.71,5.76
3376,6.87,9.01
3377,4.78,16.15
3378,6.41,7.42
3379,6.04,15.45
3380,6.38,5.24
3381,4.53,10.32
3382,4.53,8.92
3383,8.82,8.08
3384,8.9,17.28
3385,6.13,16.04
3386,7.94,4.95
3387,7.28,2.79
3388,4.58,3.55
3389,5.48,8.93
3390,5.57,7.87
3391,6.98,12.29
3392,6.9,7.86
3393,8.62,12.31
3394,7.95,13.66
3395,8.28,13.68
3396,8.46,10.29
3397,8.01,3.26
3398,5.66,6.94
3399,5.08,11.42
3400,6.86,9.47
3401,7.45,17.25
3402,5.93,16.58
3403,8.24,17.07
3404,8.8,8.68
3405,6.85,15.57
3406,6.28,8.33
3407,8.21,3.51
3408,4.12,8.95
3409,4.65,1.23
3410,8.23,9.22
3411,7.66,7.24
3412,6.08,16.43
3413,8.44,5.06
3414,5.76,18.01
3415,7.17,4.59
3416,7.17,4.24
3417,4.92,10.52
3418,5.42,14.9
3419,8.58,2.46
3420,4.92,4.9
3421,4.87,10.19
3422,6.4,4.99
3423,4.46,11.81
3424,8.47,9.32
3425,4.5,1.62
3426,7.08,15.32
3427,5.7,5.74
3428,8.02,11.31
3429,6.95,14.89
3430,5.94,17.72
3431,8.92,12.67
3432,4.33,11.09
3433,6.89,8.51
3434,8.95,13.98
3435,7.45,10.33
3436,7.7,10.73
3437,4.16,13.27
3438,4.11,2.19
3439,4.18,16.54
3440,8.96,12.37
3441,8.9,9.58
3442,5.67,9.61
3443,5.45,7.47
3444,4.73,15.57
3445,5.65,1.37
3446,5.85,9.89
3447,7.74,12.5
3448,8.33,17.39
3449,7.73,14.93
3450,7.23,11.79
3451,7.83,2.01
3452,7.69,6.79
3453,6.38,2.97
3454,5.68,10.85
3455,5.41,13.57
3456,7.4,13.12
3457,8.8,13.82
3458,6.91,11.67
3459,8.56,5.25
3460,4.07,6.25
3461,7.97,6.2
3462,8.27,13.1
3463,7.15,3.75
3464,8.67,12.63
3465,6.95,12.08
3466,5.2,7.65
3467,5.08,1.47
3468,6.78,6.36
3469,8.53,7.43
3470,4.36,14.6
3471,7.02,4.05
3472,7.85,10.56
3473,4.58,14.33
3474,4.58,1.37
3475,5.83,11.74
3476,5.37,9.35
3477,4.99,17.1
3478,4.99,5.25
3479,4.65,4.65
3480,7.05,4.03
3481,7.44,8.22
3482,7.51,14.02
3483,6.66,11.92
3484,8.76,14.12
3485,8.4,4.15
3486,8.79,1.79
3487,5.94,15.15
3488,8.39,5.42
3489,7.81,6.55
3490,5.7,10.7
3491,4.53,5.4
3492,7.41,12.94
3493,4.68,10.31
3494,5.47,17.6
3495,6.5,17.37
3496,7.4,5.69
3497,8.63,13.57
3498,6.97,13.16
3499,7.36,19.01
3500,5.55,8.64
3501,7.44,12.19
3502,6.19,7.0
3503,8.28,13.29
3504,5.96,8.76
3505,6.34,10.11
3506,6.16,13.78
3507,8.06,10.17
3508,8.77,4.28
3509,5.64,11.25
3510,6.38,11.36
3511,7.53,8.59
3512,8.48,7.1
3513,6.47,13.94
3514,4.54,15.57
3515,5.84,2.05
3516,6.75,3.26
3517,6.09,17.21
3518,4.93,9.99
3519,4.18,16.9
3520,7.44,9.19
3521,8.96,15.13
3522,8.6,13.49
3523,7.42,9.22
3524,8.21,7.6
3525,5.28,14.52
3526,7.11,7.61
3527,4.3,17.25
3528,7.54,15.61
3529,8.85,14.18
3530,8.3,14.92
3531,6.67,9.3
3532,7.94,7.29
3533,8.72,12.44
3534,5.08,7.28
3535,7.97,6.1
3536,5.35,8.67
3537,8.38,6.32
3538,4.49,15.05
3539,4.89,8.11
3540,7.6,9.89
3541,4.87,18.38
3542,4.79,12.11
3543,6.78,12.11
3544,8.17,10.22
3545,5.34,14.69
3546,8.21,17.39
3547,8.04,10.76
3548,6.9,20.97
3549,7.23,8.44
3550,4.2,17.45
3551,5.84,8.49
3552,5.32,8.88
3553,4.75,7.92
3554,5.95,9.9
3555,5.77,12.75
3556,7.64,14.75
3557,6.99,19.27
3558,8.57,19.03
3559,4.73,9.51
3560,4.3,16.83
3561,6.67,8.87
3562,4.01,17.33
3563,7.94,5.28
3564,6.53,7.71
3565,6.44,18.99
3566,5.81,16.1
3567,5.87,13.81
3568,6.16,17.12
3569,4.08,4.21
3570,4.42,10.98
3571,6.53,11.01
3572,4.75,3.97
3573,7.89,2.88
3574,5.37,5.83
3575,4.49,12.72
3576,5.18,5.09
3577,5.79,8.15
3578,4.18,4.98
3579,4.71,8.83
3580,5.62,8.81
3581,5.55,15.19
3582,8.0,10.14
3583,8.22,12.39
3584,4.97,7.51
3585,4.62,17.59
3586,7.17,4.54
3587,8.02,7.42
3588,8.82,13.57
3589,4.03,3.63
3590,6.07,9.22
3591,7.67,8.06
3592,8.14,15.47
3593,4.31,1.59
3594,7.4,9.86
3595,5.44,9.14
3596,4.37,14.38
3597,6.45,19.81
3598,4.79,5.38
3599,7.69,15.21
3600,7.71,15.06
3601,8.21,16.05
3602,5.89,14.06
3603,4.07,0.74
3604,5.3,14.18
3605,6.34,7.89
3606,7.47,-0.2
3607,5.91,7.69
3608,6.68,12.39
3609,6.62,14.05
3610,4.82,14.94
3611,7.12,16.13
3612,6.2,13.47
3613,8.04,2.94
3614,7.45,3.62
3615,4.56,-0.17
3616,6.44,2.55
3617,7.51,5.46
3618,4.44,9.23
3619,7.96,15.45
3620,5.11,16.98
3621,6.52,10.54
3622,8.7,14.13
3623,6.86,10.68
3624,6.12,11.07
3625,4.03,13.18
3626,4.67,2.84
3627,6.89,15.75
3628,6.47,9.31
3629,5.82,7.4
3630,8.62,9.52
3631,5.66,16.03
3632,6.69,15.29
3633,6.84,3.9
3634,6.64,15.33
3635,6.39,4.85
3636,5.69,9.73
3637,8.54,7.0
3638,6.25,9.67
3639,6.64,1.66
3640,7.28,9.48
3641,4.34,4.93
3642,7.91,7.15
3643,6.56,9.51
3644,7.29,6.09
3645,7.86,7.7
3646,8.37,4.0
3647,5.96,11.55
3648,8.06,13.59
3649,5.29,2.17
3650,7.3,7.24
3651,4.51,7.21
3652,4.1,9.85
3653,4.48,15.62
3654,5.6,14.14
3655,4.16,10.47
3656,7.15,4.15
3657,5.58,12.72
3658,7.68,12.91
3659,4.23,10.6
3660,5.08,15.88
3661,6.04,14.11
3662,5.91,8.47
3663,4.65,4.99
3664,8.97,13.11
3665,5.42,6.83
3666,7.61,18.13
3667,5.1,16.98
3668,8.39,14.24
3669,5.94,9.69
3670,8.5,3.09
3671,5.71,2.17
3672,4.04,15.0
3673,6.59,14.88
3674,6.62,11.9
3675,4.6,3.5
3676,5.17,19.12
3677,7.92,17.82
3678,4.18,9.28
3679,6.45,9.15
3680,6.65,17.31
3681,7.44,14.75
3682,4.19,19.54
3683,6.93,2.95
3684,4.02,10.9
3685,5.33,9.78
3686,6.5,20.33
3687,8.56,15.57
3688,4.63,22.0
3689,4.85,8.83
3690,7.35,16.55
3691,5.87,11.54
3692,7.12,10.14
3693,8.99,5.02
3694,8.93,13.29
3695,5.77,17.1
3696,6.52,10.4
3697,8.52,2.13
3698,4.46,11.35
3699,6.26,12.48
3700,5.89,16.99
3701,5.47,5.31
3702,8.97,0.65
3703,7.67,9.55
3704,5.94,0.44
3705,8.15,9.51
3706,6.45,5.13
3707,8.36,6.25
3708,5.33,5.64
3709,5.12,22.07
3710,5.24,5.27
3711,6.69,9.09
3712,5.46,16.86
3713,4.74,14.34
3714,8.97,13.92
3715,8.5,16.05
3716,7.18,14.08
3717,8.46,19.43
3718,8.68,11.03
3719,7.38,16.94
3720,6.59,12.77
3721,8.41,5.12
3722,6.84,16.58
3723,4.63,11.69
3724,5.83,13.33
3725,6.23,6.29
3726,8.68,6.36
3727,7.3,18.14
3728,8.38,9.89
3729,7.79,17.57
3730,5.55,19.08
3731,7.59,19.33
3732,4.98,9.42
3733,6.04,10.34
3734,8.03,16.9
3735,7.06,14.73
3736,8.13,14.8
3737,5.27,18.81
3738,7.75,11.75
3739,5.01,19.46
3740,6.73,-1.76
3741,6.17,6.08
3742,6.78,7.31
3743,4.68,5.7
3744,5.81,19.08
3745,7.33,3.44
3746,6.79,17.72
3747,6.74,4.26
3748,6.55,8.45
3749,8.72,8.46
3750,8.67,9.11
3751,5.8,-1.36
3752,5.76,7.91
3753,6.77,12.34
3754,4.48,3.19
3755,5.52,4.47
3756,5.15,14.05
3757,5.12,6.44
3758,7.19,9.73
3759,5.92,2.68
3760,4.86,12.28
3761,8.44,11.43
3762,8.37,5.17
3763,8.31,10.42
3764,5.95,18.31
3765,4.28,8.92
3766,4.53,14.78
3767,5.38,8.71
3768,5.1,-0.63
3769,8.37,5.77
3770,8.93,6.87
3771,8.08,9.28
3772,7.65,5.88
3773,6.94,14.45
3774,7.85,11.82
3775,8.74,7.64
3776,7.01,14.3
3777,4.77,18.08
3778,4.82,2.75
3779,6.92,4.86
3780,5.67,9.68
3781,8.55,11.16
3782,7.06,10.44
3783,7.38,5.96
3784,4.03,10.16
3785,6.49,13.43
3786,6.16,11.6
3787,7.53,-0.17
3788,5.91,10.67
3789,8.88,8.63
3790,7.35,9.78
3791,7.3,18.16
3792,8.6,8.82
3793,8.98,4.23
3794,4.99,12.22
3795,8.05,13.56
3796,4.81,13.09
3797,6.29,11.78
3798,4.5,6.02
3799,7.12,9.54
3800,6.34,11.77
3801,7.14,13.56
3802,7.39,9.76
3803,7.1,12.03
3804,5.47,12.28
3805,8.18,2.38
3806,6.76,14.84
3807,6.45,9.68
3808,8.94,18.03
3809,5.42,11.92
3810,6.64,6.67
3811,7.41,11.35
3812,4.63,1.69
3813,5.77,6.54
3814,8.01,9.06
3815,5.18,14.23
3816,6.47,9.12
3817,7.15,5.59
3818,7.36,11.27
3819,7.64,9.69
3820,8.33,19.61
3821,5.96,8.37
3822,7.53,10.59
3823,7.66,5.34
3824,5.5,16.55
3825,8.84,14.32
3826,8.33,12.31
3827,5.45,4.23
3828,7.38,9.69
3829,7.59,15.68
3830,6.16,5.23
3831,8.32,7.43
3832,7.45,18.95
3833,7.29,7.84
3834,5.1,14.6
3835,6.04,0.04
3836,6.17,13.57
3837,7.67,9.47
3838,7.09,12.66
3839,4.43,18.86
3840,5.54,5.01
3841,6.37,17.68
3842,7.68,10.78
3843,7.72,8.75
3844,6.45,16.19
3845,4.58,5.36
3846,5.46,12.87
3847,5.27,7.12
3848,7.91,13.85
3849,4.9,10.86
3850,6.32,3.8
3851,7.35,15.64
3852,8.82,3.49
3853,9.0,5.79
3854,8.76,3.53
3855,7.59,1.63
3856,7.73,4.66
3857,7.8,12.54
3858,8.31,8.51
3859,8.76,9.69
3860,6.23,3.3
3861,6.08,11.78
3862,6.3,14.95
3863,7.3,10.0
3864,7.88,18.64
3865,8.35,10.98
3866,6.28,11.76
3867,5.82,8.3
3868,8.92,1.49
3869,5.16,15.12
3870,5.11,17.08
3871,7.58,6.74
3872,4.9,6.79
3873,6.0,12.97
3874,5.46,11.6
3875,4.84,13.41
3876,6.9,5.39
3877,5.87,7.3
3878,6.31,2.15
3879,4.98,8.92
3880,7.84,2.27
3881,5.57,13.49
3882,5.71,10.21
3883,5.26,16.71
3884,6.17,2.48
3885,6.32,3.53
3886,6.65,6.74
3887,8.84,4.27
3888,8.52,13.08
3889,7.05,5.3
3890,4.19,3.16
3891,7.06,2.19
3892,4.45,4.48
3893,7.55,15.98
3894,5.95,11.3
3895,8.19,12.86
3896,8.71,7.63
