student_id,study_hours,attendance,grades
3948,4.66,67.68,47.34332647762403
3949,5.17,87.89,53.34
3950,7.42,67.54,67.91854144643477
3951,4.32,63.64,31.72
3952,5.93,63.86,59.69
3953,3.73,90.74,70.39
3954,4.18,61.15,76.39
3955,6.52,71.58,100.0
3956,5.41,65.17,81.78988038378894
3957,7.51,90.2,91.8
3958,6.04,80.14,88.18681186758415
3959,8.23,68.22,91.37
3960,4.99,90.02,62.21
3961,5.42,90.01,68.72
3962,7.03,80.92,90.05
3963,2.99,71.03,61.32
3964,4.47,83.45,55.65
3965,6.62,97.34,34.06
3966,1.26,62.07,39.86
3967,4.93,70.68,77.0
3968,6.39,71.4,41.82
3969,9.71,85.27,100.0
3970,8.89,86.05,75.42369325142297
3971,3.53,68.25,69.48
3972,5.56,68.64,42.21
3973,1.51,97.13,13.62
3974,3.17,90.25,54.05
3975,7.97,97.37,100.0
3976,2.11,93.19,22.48
3977,3.32,76.08,39.78
3978,9.5,64.88,77.65858445055682
3979,8.41,85.18,99.98
3980,8.04,74.08,67.35251023817376
3981,8.78,77.02,100.0
3982,7.75,77.04,100.0
3983,2.09,97.46,56.25
3984,5.65,62.75,80.57
3985,5.0,67.72,61.34
3986,3.8,84.32,49.32
3987,8.51,95.35,99.95
3988,5.18,96.72,60.02
3989,1.54,82.35,27.95
3990,3.47,61.38,59.44
3991,3.06,74.52,42.66
3992,8.99,96.75,101.18377040672814
3993,6.83,80.0,81.7
3994,6.04,89.06,86.85
3995,5.56,70.77,75.51
3996,6.85,61.0,90.63
3997,7.79,83.13,72.38703736728945
3998,5.99,93.4,52.43
3999,9.44,99.61,95.73
4000,9.79,93.87,88.18
4001,9.96,82.16,88.07
4002,7.02,84.35,86.76
4003,9.39,92.97,100.0
4004,4.64,60.79,60.59152811309706
4005,8.74,98.07,108.47047216315411
4006,9.18,81.25,100.0
4007,9.14,98.08,89.77
4008,8.48,90.58,75.97924923226502
4009,4.66,66.09,89.6226704450395
4010,2.43,66.61,61.81
4011,4.01,74.15,65.75
4012,7.91,70.56,65.89798196799624
4013,3.1,77.57,41.90623047443143
4014,5.3,84.16,67.14
4015,6.09,77.46,47.11
4016,6.43,62.26,81.49
4017,9.42,99.03,80.81772701483462
4018,6.95,77.0,77.13
4019,8.08,94.04,100.0
4020,6.24,62.96,68.14
4021,8.5,92.4,92.37839281437353
4022,3.37,66.94,55.6
4023,2.89,87.18,63.23
4024,9.34,86.47,80.23
4025,7.24,96.39,96.28
4026,7.04,72.83,88.59
4027,5.21,64.36,26.77
4028,4.39,94.58,59.70146255883277
4029,6.0,73.26,34.5
4030,2.09,69.3,40.46
4031,5.09,79.45,54.79
4032,5.1,65.85,64.26
4033,5.85,71.88,76.57
4034,6.71,75.41,87.76
4035,9.62,71.09,100.0
4036,6.87,78.01,60.28
4037,8.95,75.39,100.0
4038,6.01,90.98,53.01
4039,6.64,96.74,82.91
4040,1.63,64.04,46.81945007151288
4041,2.2,92.93,64.35
4042,6.22,97.27,86.68
4043,4.56,87.46,28.86
4044,8.19,99.86,100.0
4045,5.89,73.4,89.7
4046,8.94,93.21,107.06858644273484
4047,9.75,86.95,100.0
4048,2.33,72.94,68.77
4049,4.55,88.19,54.36
4050,6.98,80.38,74.0
4051,3.75,67.56,52.9
4052,3.4,66.96,58.44
4053,8.32,88.54,88.86242955130578
4054,9.82,88.48,104.915653849148
4055,7.96,81.23,92.69
4056,5.71,80.06,69.12
4057,4.98,67.2,79.15
4058,5.86,77.17,57.11
4059,5.17,94.86,44.42
4060,5.53,94.19,41.9
4061,2.83,86.44,65.34
4062,9.13,99.89,84.99
4063,7.79,95.73,96.18549629406964
4064,7.13,65.81,83.45274083221561
4065,9.55,75.97,99.33
4066,3.56,65.28,62.77
4067,1.73,78.64,36.62
4068,8.44,91.06,97.35
4069,9.99,66.23,91.20976080889824
4070,6.21,95.22,84.07
4071,1.53,82.76,20.5
4072,8.02,89.96,70.52436446679961
4073,1.66,61.81,25.62
4074,5.86,63.75,55.78
4075,3.5,84.83,33.69
4076,9.24,93.53,100.0
4077,5.06,94.95,87.98642754838725
4078,9.09,87.53,98.83756187464044
4079,3.69,68.04,36.88
4080,4.49,67.8,20.71
4081,9.52,95.25,93.93
4082,2.81,64.53,48.26
4083,6.21,87.44,61.14
4084,4.5,81.34,27.06
4085,7.97,76.86,94.84
4086,2.16,77.61,60.145987993357096
4087,4.93,97.81,64.39
4088,7.29,94.46,100.0
4089,4.66,94.6,84.03
4090,1.53,76.26,59.87
4091,7.35,64.28,65.18667867727007
4092,5.53,99.91,90.67
4093,1.1,65.81,21.25
4094,6.51,80.62,52.72982331498017
4095,9.28,70.58,77.88165076265686
4096,2.0,80.43,13.83
4097,6.32,72.2,74.54
4098,7.56,95.88,68.71342354627689
4099,1.64,98.73,53.79
4100,1.2,76.4,23.78
4101,5.18,62.81,39.63
4102,8.12,86.53,91.76
4103,2.45,75.07,39.61
4104,8.53,99.44,100.0
4105,6.91,63.57,48.49
4106,3.99,64.77,59.83
4107,5.64,87.98,74.99
4108,9.69,90.35,108.52538975628008
4109,2.95,78.84,82.78
4110,5.5,71.09,43.56
4111,6.62,72.39,66.76
4112,2.24,73.52,22.72
4113,1.39,69.01,52.5
4114,1.12,94.03,59.22
4115,3.92,62.6,62.55
4116,1.67,76.29,48.22
4117,8.23,89.9,100.0
4118,9.98,60.15,83.64716903177693
4119,1.55,95.12,57.41
4120,4.89,88.25,71.97
4121,1.23,62.93,36.99
4122,2.21,95.8,54.65
4123,3.91,79.49,33.14
4124,4.54,86.09,59.47
4125,9.46,95.28,100.0
4126,4.56,95.25,84.61
4127,5.47,76.35,45.42
4128,3.21,69.51,38.04
4129,1.0,70.3,35.51
4130,9.09,90.64,100.0
4131,1.74,97.18,66.68
4132,9.68,62.89,99.02838993682737
4133,2.18,60.6,8.85
4134,6.44,92.92,46.95
4135,9.99,75.46,72.75762353957128
4136,2.25,71.06,60.24
4137,4.82,67.53,38.77558878844396
4138,8.02,73.86,77.65
4139,1.29,98.86,34.67
4140,7.21,99.08,80.77
4141,1.72,73.26,41.61
4142,3.13,98.55,57.98
4143,2.44,71.99,54.69
4144,9.17,94.18,100.0
4145,2.62,68.48,19.95
4146,1.36,93.06,47.9
4147,6.29,74.15,77.31
4148,4.12,67.83,68.54
4149,4.65,97.39,76.73
4150,2.07,68.57,21.43
4151,7.73,99.67,100.0
4152,6.41,64.34,80.41
4153,4.28,60.4,29.99
4154,2.54,94.83,21.75
4155,6.34,83.46,100.0
4156,8.01,76.87,84.12999548134037
4157,3.81,63.28,53.574839194451776
4158,1.23,83.0,36.41
4159,2.93,75.75,44.45
4160,7.14,79.34,47.2844343638609
4161,9.9,85.22,100.0
4162,1.12,85.6,60.84
4163,3.76,98.42,62.39
4164,1.56,86.2,30.34
4165,3.85,73.58,31.44
4166,4.65,73.19,65.43
4167,9.29,79.09,100.0
4168,1.73,70.37,31.44
4169,7.99,75.06,80.11
4170,4.56,93.68,41.71
4171,8.3,94.39,98.98
4172,5.62,85.11,82.34
4173,1.35,83.31,42.98
4174,9.52,77.08,90.9708999502487
4175,1.74,85.44,35.63
4176,6.38,92.24,86.06
4177,8.9,89.51,75.8719012047443
4178,1.72,61.42,30.72
4179,5.99,89.25,53.22
4180,8.42,88.8,75.65279734632385
4181,9.88,63.96,94.13800371459588
4182,7.52,66.01,54.11263315405466
4183,3.51,91.52,47.15
4184,7.3,82.36,97.99
4185,7.35,92.87,86.21
4186,7.3,67.39,71.31
4187,8.69,61.22,83.46
4188,1.79,66.48,19.62
4189,1.98,78.1,18.46
4190,6.77,80.93,68.51
4191,9.58,94.31,79.04780267681176
4192,5.19,88.65,94.05
4193,9.65,99.62,88.78100999297867
4194,9.44,63.15,87.45
4195,9.13,65.21,100.0
4196,9.19,63.37,100.0
4197,9.08,81.54,66.80050017443472
4198,8.38,70.67,80.22
4199,7.25,87.35,68.25916954345982
4200,1.22,65.31,30.87904942932205
4201,2.19,64.13,52.21
4202,2.21,78.41,44.06
4203,1.21,75.04,44.85
4204,2.05,93.17,16.02
4205,9.28,93.5,100.0
4206,6.97,64.7,34.72
4207,3.81,92.49,25.22
4208,8.14,82.57,54.26873081183903
4209,5.4,80.14,57.77
4210,2.28,63.79,24.24
4211,8.96,89.59,95.36
4212,4.05,62.39,75.58
4213,7.29,71.11,88.08070592775219
4214,3.62,63.82,19.0
4215,5.5,81.23,86.27
4216,8.35,85.81,90.6
4217,2.41,95.63,70.48
4218,9.8,89.35,100.0
4219,1.63,98.44,67.44543707876892
4220,5.81,90.44,32.1
4221,9.24,71.92,77.92
4222,9.51,81.9,93.96727618904193
4223,3.09,78.32,46.54629036935015
4224,2.3,82.64,23.61
4225,7.52,82.88,83.79
4226,1.38,88.08,41.86
4227,5.37,63.32,52.21
4228,8.17,89.87,93.34
4229,6.04,65.75,41.72
4230,2.69,61.05,41.03
4231,5.38,80.76,34.83
4232,9.29,83.26,73.78900096552441
4233,6.55,61.39,73.84
4234,7.49,80.61,94.1722737960531
4235,4.03,81.38,74.77
4236,2.7,62.1,42.32
4237,3.3,88.46,45.77
4238,5.8,68.41,26.26
4239,3.52,91.78,73.13
4240,5.88,72.43,76.25
4241,7.37,79.12,100.0
4242,7.61,95.67,91.73
4243,2.48,92.25,51.58
4244,7.75,91.27,69.1647670000971
4245,7.05,66.42,71.11387109843166
4246,1.11,61.93,22.53
4247,1.53,84.23,55.62
4248,6.82,76.43,85.52
4249,4.45,96.36,71.22721644654703
4250,2.31,73.98,33.18
4251,1.4,76.42,31.88
4252,2.43,81.04,43.763551266360565
4253,9.62,91.86,98.72
4254,7.55,70.73,71.57
4255,5.75,97.67,38.71
4256,9.47,81.6,94.48
4257,6.57,93.64,57.44579285336973
4258,7.53,81.02,95.2
4259,3.54,90.88,88.46449441031899
4260,6.3,62.06,60.14
4261,2.29,91.97,66.28
4262,4.64,80.96,47.05
4263,1.3,77.98,30.88
4264,2.95,64.46,47.47
4265,1.67,89.66,38.73
4266,4.49,65.25,57.56
4267,8.59,67.69,92.95
4268,4.4,65.06,43.49
4269,8.48,60.26,80.96
4270,6.91,86.48,100.0
4271,5.59,70.83,37.04
4272,3.13,65.98,35.09
4273,9.3,72.8,91.18811034103015
4274,1.49,79.96,19.95
4275,7.2,80.14,64.22
4276,6.59,74.69,71.4
4277,4.97,79.8,67.64
4278,3.16,77.09,63.03
4279,4.88,92.91,47.1
4280,8.85,61.18,96.39740855966684
4281,8.53,94.72,100.0
4282,9.47,69.76,66.65
4283,3.77,88.87,33.51
4284,4.48,76.2,47.08
4285,1.17,71.77,12.79
4286,9.49,84.61,100.8153080249565
4287,3.96,90.76,77.13
4288,4.64,78.0,84.67
4289,9.17,78.66,77.9727782161764
4290,5.74,62.35,65.28
4291,6.1,96.96,66.33
4292,2.59,93.88,47.45914603068748
4293,5.49,75.92,51.27
4294,9.26,90.6,109.32554943709695
4295,6.03,72.53,88.35
4296,3.3,89.22,75.68
4297,1.28,80.67,38.6
4298,4.03,78.43,59.79
4299,6.15,62.26,65.16
4300,1.38,98.62,64.15
4301,6.49,93.5,81.39
4302,5.71,91.74,89.8
4303,8.05,72.2,67.67
4304,1.26,71.58,60.96
4305,8.03,82.93,97.19900938805417
4306,5.69,93.85,56.42
4307,4.33,97.39,81.73
4308,9.69,70.76,92.47239528343034
4309,2.44,84.3,28.18
4310,5.87,88.96,73.08
4311,3.89,69.06,45.15567152199824
4312,5.75,76.3,85.16
4313,5.97,67.5,80.32
4314,1.81,87.96,50.52
4315,6.95,94.55,83.61
4316,6.71,95.1,74.95
4317,7.93,86.8,87.19
4318,1.82,73.89,39.87
4319,3.68,86.44,58.464409495396254
4320,6.85,94.57,97.78
4321,2.23,85.03,62.47
4322,7.1,76.52,83.1
4323,1.53,96.79,52.27
4324,4.01,93.41,60.02
4325,8.62,95.3,87.91
4326,7.97,96.13,98.54
4327,6.8,75.75,72.77
4328,8.83,94.39,82.88736310790757
4329,7.38,82.81,89.51
4330,5.67,61.53,67.23
4331,9.82,85.43,100.0
4332,7.25,78.82,93.47
4333,6.41,71.01,88.42
4334,4.68,98.82,78.8
4335,9.12,62.2,70.84836592617543
4336,3.66,97.84,55.4
4337,1.08,66.37,56.22
4338,2.77,75.08,77.70444615193898
4339,1.99,76.69,40.66
4340,3.87,89.24,53.98
4341,8.43,68.62,84.55
4342,6.86,99.44,87.79
4343,2.52,89.96,48.22
4344,8.1,91.6,106.77435870249268
4345,5.54,64.26,79.78
4346,5.61,79.05,85.1
4347,4.26,97.82,68.71
4348,8.78,70.8,90.73
4349,3.86,65.82,60.43
4350,1.85,79.42,30.19
4351,3.72,97.22,65.77
4352,7.44,79.47,88.98324493105763
4353,6.92,76.19,74.58232379788947
4354,2.69,86.01,53.96
4355,2.01,97.48,33.56
4356,6.95,61.96,64.3
4357,7.09,66.14,71.9
4358,4.3,65.31,59.27
4359,8.59,63.41,100.0
4360,9.8,72.08,78.19001880565955
4361,2.85,69.17,54.26
4362,6.19,81.95,86.17
4363,1.05,73.09,56.41
4364,7.42,76.21,83.4
4365,4.73,97.67,71.04
4366,2.74,66.23,69.45
4367,7.77,75.54,81.46
4368,8.3,70.28,56.11686332822008
4369,2.0,81.97,38.0
4370,1.37,89.45,55.88775945794549
4371,4.01,92.68,59.06577726647791
4372,6.63,80.61,45.63
4373,8.14,94.2,100.0
4374,5.91,91.4,95.77934088892452
4375,6.23,66.28,38.79
4376,8.2,69.82,94.73
4377,5.76,86.87,78.44
4378,6.5,98.99,84.67
4379,5.65,75.05,62.185583503143
4380,8.92,69.19,64.98910729524616
4381,3.12,94.77,28.2
4382,3.38,67.98,55.14
4383,2.15,87.9,63.232523698259534
4384,8.38,61.37,98.38
4385,4.71,60.76,45.95737763757664
4386,4.13,78.06,38.88
4387,9.83,86.26,87.25
4388,9.34,65.7,94.4370259974146
4389,9.75,90.56,106.43597575110796
4390,2.28,65.15,38.7
4391,9.02,81.35,118.63293578685628
4392,3.96,72.33,56.56
4393,1.11,90.09,42.33
4394,4.52,92.16,96.2
4395,5.58,62.64,53.9
4396,1.97,67.7,12.344683543085363
4397,5.84,95.71,34.03
4398,8.38,76.62,84.85154266180427
4399,4.4,79.07,44.94
4400,4.17,66.72,64.42
4401,4.05,99.8,36.96
4402,9.31,96.92,102.56915866139552
4403,1.44,60.08,21.13
4404,5.01,82.03,60.12
4405,3.38,94.89,33.81
4406,9.04,77.22,100.0
4407,1.86,77.47,64.56
4408,4.7,75.17,56.75
4409,4.66,61.15,41.99
4410,9.0,91.61,84.9460695066112
4411,2.94,78.27,63.13
4412,6.8,81.24,80.04
4413,2.21,70.23,37.99
4414,9.59,91.36,107.33792050275942
4415,6.34,91.75,85.92092926496484
4416,6.64,82.12,87.04548955076007
4417,4.9,96.19,43.38
4418,4.08,64.64,42.3
4419,2.91,91.47,47.93
4420,6.44,82.34,93.44
4421,9.59,69.24,100.0
4422,4.24,65.29,24.1
4423,8.95,72.04,92.01
4424,2.34,94.25,50.26
4425,9.43,91.5,100.0
4426,4.15,85.81,37.31
4427,4.42,63.61,50.55
4428,5.17,98.19,84.65657448914709
4429,7.46,72.22,53.2906906686928
4430,7.48,84.28,61.09
4431,5.32,92.12,81.32596209306496
4432,5.71,65.31,88.3
4433,1.27,86.09,13.03
4434,3.74,61.29,73.10685487482296
4435,4.11,64.07,52.96
4436,6.03,88.93,83.4513276150322
4437,6.02,66.2,54.44
4438,7.39,77.74,75.82814408046143
4439,7.45,69.93,56.22
4440,3.12,76.85,56.91
4441,7.93,63.09,73.01140711546493
4442,1.18,90.2,50.75
4443,7.45,63.16,56.44658809894175
4444,1.92,93.52,51.23
4445,7.57,86.5,77.90290628157018
4446,5.74,76.66,66.39
4447,4.94,94.66,45.1
4448,7.22,67.45,87.34
4449,1.33,70.58,47.81
4450,3.01,65.48,51.77
4451,6.55,75.26,92.93
4452,8.62,99.47,100.0
4453,4.43,66.44,61.07
4454,3.33,93.24,44.96
4455,5.67,86.08,73.52
4456,6.6,60.63,57.55
4457,4.78,97.8,81.32
4458,8.89,98.84,99.89
4459,5.71,97.0,77.28
4460,1.32,80.07,1.51
4461,3.01,68.82,33.34
4462,5.06,75.65,66.03
4463,7.28,84.57,70.4671950772809
4464,2.98,75.15,66.16
4465,9.79,88.33,97.84
4466,3.87,91.82,71.35
4467,5.79,68.38,88.55204292002914
4468,1.17,76.2,55.76
4469,8.96,98.31,83.63438729291582
4470,8.1,69.99,71.77
4471,2.76,73.86,30.97
4472,9.4,61.43,83.73
4473,3.84,73.29,73.78
4474,7.23,74.84,72.49591766145325
4475,8.37,63.99,74.46802511465496
4476,7.67,60.06,60.96806847485341
4477,9.26,83.02,94.92
4478,8.78,72.06,68.33538857404203
4479,9.95,60.71,86.08133065184691
4480,2.64,94.4,68.61
4481,3.74,83.38,67.51
4482,6.73,66.85,79.28
4483,7.6,94.61,87.51
4484,5.81,70.14,71.61
4485,1.67,69.1,1.95
4486,8.57,95.79,100.0
4487,9.65,67.18,89.01649442185493
4488,4.65,95.16,56.83
4489,3.02,92.12,71.63
4490,1.17,72.39,65.43
4491,3.14,61.38,45.91
4492,7.3,63.3,77.84710687738469
4493,9.2,64.38,60.78904912131478
4494,1.84,95.63,45.24
4495,5.98,76.16,44.9
4496,7.26,61.3,63.16
4497,3.49,82.26,47.17
4498,6.13,68.32,76.91
4499,7.44,69.41,78.15
4500,8.54,66.43,87.86
4501,5.07,90.48,84.56
4502,7.73,60.02,74.16
4503,3.72,77.56,55.1
4504,2.92,63.47,68.32
4505,2.69,82.09,36.86
4506,4.23,73.84,60.43
4507,1.32,61.13,29.48
4508,3.55,78.44,31.57
4509,6.87,82.82,65.41
4510,6.83,69.91,83.95
4511,1.66,90.62,57.0
4512,3.59,74.84,21.8
4513,6.13,89.97,78.72
4514,3.87,83.16,79.33
4515,4.76,94.77,79.82
4516,7.42,81.88,92.82209158159708
4517,1.08,67.43,44.9
4518,3.49,92.9,62.58
4519,2.28,91.32,56.37
4520,2.15,98.89,59.67
4521,9.63,63.74,68.48555703383708
4522,4.39,83.65,56.69
4523,5.74,79.67,67.16
4524,7.6,86.83,92.89
4525,1.43,99.21,61.53
4526,3.17,81.29,61.2
4527,8.49,87.43,83.82
4528,8.76,73.89,100.0
4529,4.36,71.96,78.11
4530,4.37,73.41,39.47
4531,7.81,61.54,73.65
4532,3.66,71.39,59.42
4533,2.05,66.92,33.72
4534,3.32,78.3,21.25
4535,4.49,78.43,69.98
4536,1.47,90.61,44.04
4537,5.31,80.09,60.95640138192927
4538,7.66,78.52,89.79
4539,5.62,69.27,58.41
4540,1.65,94.1,41.44
4541,4.96,63.64,47.1
4542,7.38,99.29,100.0
4543,1.52,79.04,52.04
4544,1.54,67.44,36.7
4545,4.34,74.17,60.11
4546,2.75,60.61,24.13
4547,9.41,66.66,64.63958998344191
4548,6.23,73.41,65.76
4549,3.59,82.18,33.33
4550,7.34,65.18,82.06
4551,4.37,87.04,76.95
4552,2.19,93.77,64.01
4553,3.14,82.89,37.92
4554,6.78,71.88,69.96
4555,1.47,64.86,36.27
4556,3.45,60.62,72.38073868772057
4557,2.87,89.27,81.06
4558,2.81,85.14,42.76
4559,7.14,79.05,60.86017572159167
4560,8.43,64.08,83.68413802251347
4561,7.44,68.28,91.35856129607252
4562,6.81,92.61,78.45
4563,9.25,79.19,95.88
4564,1.53,98.51,48.88
4565,2.51,100.0,41.77
4566,4.73,92.03,63.19
4567,4.35,70.33,63.1
4568,4.76,69.24,26.61
4569,2.86,70.15,34.95
4570,2.35,99.47,65.7
4571,5.58,73.41,64.03
4572,9.35,88.26,83.43434585024843
4573,4.53,98.36,87.34710212279455
4574,1.39,92.78,44.54
4575,7.36,83.9,82.43
4576,3.62,66.76,49.03
4577,3.21,67.0,25.39
4578,3.92,79.7,60.63
4579,7.51,98.08,95.6
4580,8.37,96.18,95.26
4581,6.29,66.65,92.02
4582,3.9,71.51,59.06
4583,3.79,83.55,43.33
4584,2.12,79.1,58.02
4585,9.4,64.77,101.24636980048577
4586,6.74,74.77,69.43
4587,1.24,98.19,62.62
4588,6.96,98.06,80.73
4589,5.02,82.38,51.35197149834196
4590,9.75,85.41,96.64
4591,8.37,68.88,89.09
4592,2.54,89.68,51.54920051299548
4593,7.48,62.1,50.1788944982729
4594,5.37,68.83,66.42
4595,2.68,60.24,36.12
4596,7.29,75.43,77.66
4597,5.93,94.01,97.77
4598,1.27,99.3,37.17
4599,6.82,86.71,80.15
4600,6.71,89.79,88.77
4601,2.3,70.51,50.64
4602,4.14,80.81,73.37
4603,6.27,89.46,79.88
4604,2.25,79.89,55.22
4605,8.67,63.54,92.28
4606,1.25,89.63,27.51212485293937
4607,1.93,68.78,30.41
4608,2.04,63.91,58.53
4609,5.75,79.12,59.54
4610,6.58,62.98,83.16
4611,4.63,85.18,57.93
4612,3.6,85.62,49.62
4613,8.28,70.27,80.53
4614,1.61,98.58,51.06086937544521
4615,3.52,92.98,77.62
4616,1.35,64.38,49.13
4617,1.13,89.94,26.86
4618,4.18,74.12,60.72
4619,2.75,90.01,49.7
4620,3.42,92.03,57.81
4621,8.39,66.06,84.32
4622,2.47,86.47,55.22
4623,8.02,94.51,96.07987940052212
4624,7.08,72.93,72.01
4625,3.94,63.21,69.99239904973058
4626,5.92,61.09,50.28
4627,5.0,64.4,50.25
4628,2.16,60.17,68.35815300909086
4629,9.16,73.08,84.44
4630,6.13,71.97,75.1
4631,8.92,64.41,85.63
4632,8.41,86.04,87.8
4633,1.72,99.68,21.62
4634,2.87,96.04,51.88
4635,2.31,70.11,15.16
4636,8.48,90.8,85.99716617933741
4637,8.76,97.47,68.39128662950736
4638,5.75,96.25,66.08
4639,1.94,95.38,30.23
4640,2.22,91.46,74.35
4641,8.32,71.72,99.0
4642,9.36,63.34,85.91
4643,2.8,79.51,27.234716928091053
4644,1.1,62.19,41.61533174384684
4645,3.98,99.94,81.83
4646,1.27,74.33,46.9
4647,8.45,98.33,95.86472971993044
4648,5.42,90.92,62.25
4649,6.78,76.45,65.12
4650,4.7,64.73,26.67
4651,4.11,69.49,26.83
4652,3.0,86.92,65.33
4653,7.93,93.2,79.32
4654,7.26,99.18,97.6
4655,4.25,65.29,74.99
4656,3.89,66.24,56.0
4657,1.01,61.7,14.37
4658,1.57,70.41,55.68
4659,6.61,92.84,63.74
4660,5.63,67.93,56.68
4661,4.91,81.91,79.84
4662,8.45,77.86,62.5306647053331
4663,5.54,73.03,67.59
4664,4.46,84.73,69.50509008651692
4665,2.45,80.09,56.4
4666,8.39,73.39,75.8
4667,6.19,87.55,84.86
4668,1.83,71.2,22.0
4669,6.84,85.73,100.0
4670,4.83,98.29,60.18
4671,8.3,89.16,100.0
4672,9.27,76.74,97.93
4673,6.4,89.9,64.15
4674,7.58,92.37,66.79
4675,1.51,73.03,53.96
4676,6.04,88.21,91.7
4677,7.8,77.38,64.09045461920309
4678,5.47,92.74,49.75
4679,6.34,71.82,87.61
4680,9.09,97.51,76.58
4681,2.78,82.99,49.76
4682,1.88,74.13,69.96
4683,7.22,76.77,52.98
4684,8.41,73.91,76.26941267463728
4685,8.65,65.85,80.49620269983933
4686,6.77,62.74,95.45
4687,8.5,72.87,82.93732463867757
4688,7.31,78.35,73.2
4689,1.79,74.47,28.30729184548472
4690,7.86,60.56,82.48
4691,2.61,83.16,33.88
4692,3.13,65.79,49.24
4693,4.55,68.44,97.41910563523614
4694,3.83,64.83,32.49
4695,3.89,80.82,43.86
4696,2.52,63.81,65.91
4697,3.64,70.25,38.81
4698,1.18,78.07,38.75
4699,5.26,66.71,81.37991517963299
4700,7.92,77.85,59.08582121884935
4701,8.76,73.71,71.00086126689163
4702,8.38,94.42,100.0
4703,4.75,91.8,60.21
4704,7.57,99.71,94.45
4705,3.59,81.16,32.07
4706,1.5,83.02,16.83
4707,7.08,97.87,88.05
4708,6.84,75.98,57.74
4709,8.21,82.23,76.71
4710,6.54,75.16,70.55
4711,2.41,81.83,14.52
4712,8.68,63.23,74.04
4713,6.65,91.35,63.1
4714,8.27,99.41,98.19770014450538
4715,7.97,62.63,80.32
4716,3.68,92.04,56.46
4717,1.67,69.67,18.13
4718,2.59,67.9,23.13
4719,1.84,87.73,35.86
4720,3.19,61.77,58.54
4721,5.14,78.53,68.94
4722,9.16,60.06,55.88479805367045
4723,8.85,82.18,97.28
4724,7.47,78.48,100.0
4725,1.22,96.62,50.24
4726,4.07,88.81,62.43
4727,7.14,65.04,100.04779722291003
4728,2.16,74.18,19.37
4729,8.21,97.26,70.03387335906189
4730,9.23,89.01,88.06
4731,4.19,83.77,49.74
4732,7.35,82.36,68.14151039738456
4733,2.33,75.92,29.95
4734,7.22,83.41,99.31
4735,1.19,90.87,70.46
4736,2.36,65.1,70.86
4737,7.39,98.79,100.0
4738,7.41,69.57,68.7
4739,6.77,77.91,74.81
4740,5.3,60.91,87.76
4741,7.07,82.01,95.35
4742,7.96,75.27,91.61
4743,9.7,69.99,100.0
4744,9.0,99.42,99.49641369548678
4745,8.15,77.13,100.0
4746,7.25,76.57,71.95767642814612
4747,6.17,78.52,47.57
4748,2.09,64.65,35.09
4749,2.49,75.72,27.28
4750,8.38,73.46,67.84872014163939
4751,8.23,78.6,94.27
4752,6.53,94.26,46.22
4753,4.95,67.71,44.64
4754,1.23,84.31,14.33
4755,3.94,61.51,63.47
4756,4.79,72.67,60.02
4757,5.37,78.91,63.42
4758,9.36,62.97,86.54
4759,1.98,81.76,50.57
4760,5.67,72.41,70.22
4761,4.31,99.71,85.77
4762,9.91,85.24,100.0
4763,8.76,69.77,92.55435896451584
4764,4.95,64.11,81.74
4765,10.0,61.63,100.0
4766,5.63,63.63,74.84
4767,2.5,87.2,59.12
4768,6.0,94.2,99.68
4769,3.04,66.27,15.29
4770,6.73,76.09,68.06
4771,9.44,74.17,82.86447207365738
4772,8.08,85.78,100.0
4773,3.46,67.31,53.72
4774,3.67,98.13,66.81
4775,1.62,89.14,20.41
4776,3.57,98.2,53.07
4777,1.83,71.09,30.78
4778,5.5,83.51,40.26
4779,7.38,89.29,97.29
4780,7.76,88.44,99.24
4781,1.54,60.85,40.16
4782,4.06,99.93,72.36
4783,3.59,97.12,71.37
4784,1.94,64.79,21.02
4785,4.26,81.74,62.79
4786,3.69,72.58,45.24
4787,6.71,95.16,45.68
4788,8.95,87.9,99.1
4789,5.09,68.94,77.86
4790,7.72,61.35,82.0
4791,2.31,71.67,74.98329592831172
4792,9.05,61.53,91.63348795563591
4793,2.37,65.65,65.12
4794,2.73,85.45,44.89
4795,1.96,89.8,48.25
4796,3.79,78.72,62.089784336655846
4797,5.97,84.01,72.06506070510335
4798,9.89,66.24,94.26968367701548
4799,8.14,72.67,66.18
4800,4.42,88.52,68.95
4801,6.18,74.6,65.51
4802,6.61,73.95,84.13
4803,8.4,67.76,86.53
4804,7.63,83.79,67.91468837776014
4805,6.12,92.38,71.48
4806,7.02,78.78,91.47
4807,7.71,64.62,58.99001095906928
4808,2.2,93.53,22.57
4809,2.8,62.86,50.22
4810,7.2,78.87,71.78
4811,8.65,70.44,74.2
4812,4.68,97.45,49.3182551440842
4813,9.82,89.5,106.4354836375544
4814,2.94,82.66,53.32
4815,4.75,86.71,22.05
4816,4.41,81.31,76.68147070943411
4817,9.37,65.9,86.99620059843873
4818,3.57,88.36,38.62
4819,5.24,79.71,69.21
4820,2.69,85.37,43.78253634973897
4821,5.69,61.81,83.05
4822,8.72,65.68,80.71510960263637
4823,3.74,83.57,39.58
4824,8.3,78.38,100.0
4825,9.2,69.07,88.0702196046585
4826,1.66,69.63,19.94
4827,7.81,85.27,91.77
4828,3.3,62.36,63.91
4829,2.58,77.37,68.49
4830,6.41,80.92,56.83
4831,7.35,72.33,70.53606020508536
