student_id,age,gender,stress_level,social_activity
3930,24,Female,Medium,2.23
3931,21,Female,Medium,4.84
3932,21,Female,Medium,4.7
3933,18,Male,High,0.48
3934,16,Female,High,3.08
3935,22,Male,Medium,4.09
3936,19,Male,Medium,0.86
3937,16,Male,High,0.64
3938,23,Male,High,1.3
3939,21,Male,Medium,1.4
3940,21,Male,Medium,4.82
3941,17,Female,Low,3.9
3942,16,Female,Low,0.3
3943,17,Other,High,3.93
3944,19,Male,Low,0.85
3945,17,Female,Low,1.79
3946,16,Female,Medium,1.59
3947,22,Male,Medium,1.36
3948,23,Female,Low,1.54
3949,21,Female,Low,3.77
3950,19,Male,Low,1.33
3951,21,Female,Low,4.0
3952,18,Female,Medium,0.46
3953,23,Male,Medium,2.98
3954,17,Male,Medium,4.32
3955,20,Male,Medium,0.4
3956,16,Male,Medium,3.17
3957,21,Female,Medium,2.56
3958,17,Female,Medium,1.66
3959,19,Male,Medium,0.5
3960,21,Female,Medium,3.38
3961,23,Male,Medium,1.55
3962,23,Male,Medium,1.69
3963,21,Male,Medium,3.59
3964,19,Female,Low,4.73
3965,23,Male,Low,1.67
3966,23,Male,Medium,3.73
3967,16,Male,Medium,4.78
3968,19,Female,Low,0.49
3969,19,Other,Medium,2.65
3970,22,Male,High,0.06
3971,22,Male,Medium,4.13
3972,23,Female,Low,1.43
3973,20,Female,Low,1.66
3974,22,Male,Low,3.44
3975,23,Female,Medium,3.95
3976,24,Female,Low,2.0
3977,18,Male,Low,3.33
3978,18,Female,Low,4.78
3979,19,Female,Medium,4.43
3980,20,Female,High,3.51
3981,16,Male,Medium,4.72
3982,22,Male,Medium,4.38
3983,24,Male,Medium,3.65
3984,23,Male,Medium,4.59
3985,20,Female,Low,4.09
3986,19,Female,Medium,2.51
3987,22,Female,High,2.51
3988,20,Other,Low,0.04
3989,22,Male,Low,0.15
3990,16,Female,Medium,3.73
3991,16,Female,Medium,2.77
3992,18,Male,High,3.8
3993,17,Female,Medium,4.75
3994,17,Male,Medium,2.26
3995,22,Female,Medium,0.44
3996,17,Female,Medium,3.13
3997,19,Male,Low,0.5
3998,17,Female,Medium,3.11
3999,21,Female,High,2.64
4000,23,Male,High,3.56
4001,19,Male,Medium,1.75
4002,20,Male,Medium,0.72
4003,19,Female,High,1.18
4004,18,Female,Medium,3.42
4005,20,Female,Medium,2.39
4006,24,Female,High,2.7
4007,23,Female,Medium,1.61
4008,23,Male,High,4.18
4009,23,Female,Medium,5.0
4010,23,Male,Medium,1.56
4011,22,Male,Medium,3.59
4012,23,Female,High,0.86
4013,23,Male,Low,3.71
4014,23,Female,Medium,2.15
4015,22,Female,Low,3.03
4016,16,Male,Medium,1.19
4017,19,Male,Low,4.26
4018,19,Female,Medium,0.87
4019,20,Female,Medium,4.64
4020,21,Male,Low,0.31
4021,19,Male,Medium,1.44
4022,17,Female,Low,2.81
4023,21,Female,Medium,4.29
4024,23,Male,Medium,2.89
4025,23,Male,Medium,1.08
4026,22,Female,High,4.3
4027,21,Female,Low,2.98
4028,17,Other,Low,1.16
4029,22,Female,Low,2.81
4030,20,Female,Low,3.38
4031,21,Male,Low,3.4
4032,23,Female,Medium,3.62
4033,23,Male,Medium,4.48
4034,18,Female,Medium,4.12
4035,22,Male,Medium,3.04
4036,16,Male,Low,0.16
4037,16,Female,High,3.75
4038,22,Female,Low,4.87
4039,24,Male,Medium,1.53
4040,22,Female,Low,3.03
4041,20,Male,Medium,3.84
4042,23,Male,Medium,3.2
4043,17,Female,Low,4.61
4044,24,Male,Medium,2.37
4045,21,Female,Medium,2.66
4046,24,Male,Medium,0.19
4047,17,Female,Medium,4.5
4048,18,Female,Medium,1.31
4049,23,Male,Low,4.89
4050,16,Male,Medium,1.01
4051,22,Female,Medium,1.27
4052,22,Female,Medium,2.42
4053,16,Male,Low,3.3
4054,24,Female,Low,2.2
4055,23,Male,High,1.76
4056,19,Male,Medium,2.7
4057,20,Female,Medium,4.79
4058,17,Male,Low,4.81
4059,24,Female,Low,1.64
4060,21,Female,Low,3.4
4061,18,Female,Medium,3.61
4062,22,Female,High,3.27
4063,24,Female,High,0.57
4064,18,Female,Medium,2.7
4065,17,Female,Medium,3.82
4066,22,Other,Medium,1.0
4067,22,Female,Low,1.74
4068,19,Male,Medium,1.02
4069,24,Female,Low,4.43
4070,23,Female,Medium,4.29
4071,16,Female,Low,0.85
4072,16,Female,Low,3.8
4073,20,Female,Low,1.82
4074,21,Other,Low,3.43
4075,18,Male,Low,2.47
4076,24,Female,Medium,2.36
4077,21,Male,Medium,4.41
4078,19,Female,Low,3.18
4079,22,Female,Low,1.18
4080,23,Male,Low,0.55
4081,24,Male,High,4.67
4082,21,Female,Medium,0.77
4083,21,Male,Low,3.67
4084,23,Male,Low,2.48
4085,20,Female,Medium,0.7
4086,18,Male,Medium,3.88
4087,18,Female,Medium,4.52
4088,21,Female,Medium,0.61
4089,17,Male,Medium,0.34
4090,21,Male,Medium,4.25
4091,21,Female,High,2.5
4092,23,Female,Medium,3.37
4093,22,Female,Medium,2.21
4094,23,Female,Low,2.06
4095,24,Female,Low,1.5
4096,21,Male,Low,2.81
4097,18,Male,Medium,0.8
4098,18,Male,Low,3.59
4099,16,Male,Medium,2.75
4100,20,Female,Low,4.24
4101,19,Female,Low,4.61
4102,24,Male,High,4.5
4103,24,Female,Medium,3.01
4104,20,Male,Medium,1.59
4105,19,Male,Low,1.79
4106,22,Female,Medium,3.26
4107,21,Male,Low,3.56
4108,19,Male,Medium,0.81
4109,17,Male,Medium,4.99
4110,16,Male,Low,0.54
4111,19,Female,Low,3.04
4112,19,Female,Low,2.66
4113,16,Male,Medium,2.95
4114,21,Male,Medium,2.67
4115,19,Female,Medium,0.29
4116,16,Female,Medium,4.98
4117,16,Male,Medium,4.91
4118,16,Male,Low,2.62
4119,23,Female,Medium,1.04
4120,23,Female,Medium,0.91
4121,17,Male,Medium,0.29
4122,22,Female,Medium,3.06
4123,23,Male,Low,2.39
4124,23,Female,Medium,2.08
4125,22,Female,Medium,2.63
4126,20,Female,Medium,4.36
4127,16,Male,Low,0.35
4128,24,Male,Low,2.72
4129,22,Male,Low,3.51
4130,17,Female,High,4.85
4131,21,Male,Medium,3.7
4132,17,Male,Low,2.74
4133,16,Male,Low,3.83
4134,22,Female,Low,4.99
4135,17,Male,High,4.44
4136,17,Male,Medium,0.45
4137,20,Male,Low,2.87
4138,20,Female,Medium,3.93
4139,22,Female,Low,3.36
4140,16,Female,High,2.08
4141,23,Female,Medium,1.61
4142,18,Female,Medium,3.14
4143,19,Male,Medium,2.06
4144,24,Female,Medium,1.96
4145,19,Male,Low,4.18
4146,20,Male,Medium,1.58
4147,22,Female,Medium,3.22
4148,19,Male,Medium,4.37
4149,16,Male,Medium,3.11
4150,24,Male,Low,2.46
4151,19,Female,Medium,0.18
4152,24,Male,Medium,3.41
4153,21,Female,Low,4.99
4154,16,Female,Low,4.04
4155,18,Female,Medium,3.17
4156,17,Male,Low,2.35
4157,24,Female,Low,1.12
4158,16,Male,Low,3.46
4159,24,Male,Medium,0.89
4160,24,Male,High,4.44
4161,23,Female,High,1.77
4162,23,Male,Medium,2.0
4163,16,Male,Medium,1.08
4164,23,Male,Medium,2.41
4165,18,Male,Low,3.4
4166,22,Female,Medium,1.51
4167,16,Female,Medium,3.51
4168,16,Female,Medium,3.1
4169,20,Male,High,1.86
4170,20,Male,Low,1.56
4171,23,Other,Medium,4.31
4172,22,Male,Low,0.06
4173,23,Female,Low,3.58
4174,21,Male,Low,2.09
4175,21,Female,Low,3.59
4176,17,Male,Medium,2.54
4177,21,Male,High,0.42
4178,20,Female,Low,4.91
4179,18,Female,Low,0.43
4180,21,Male,Low,0.79
4181,23,Female,Low,2.1
4182,24,Female,High,4.72
4183,16,Male,Low,1.47
4184,18,Male,Medium,2.84
4185,18,Male,Medium,2.61
4186,23,Male,Medium,1.65
4187,16,Female,High,3.48
4188,20,Male,Low,2.51
4189,18,Male,Low,2.89
4190,17,Male,Low,1.05
4191,23,Female,Low,4.63
4192,18,Male,Medium,0.55
4193,22,Male,High,3.45
4194,16,Male,Medium,4.43
4195,21,Female,Medium,0.42
4196,18,Male,Medium,0.14
4197,23,Female,High,1.67
4198,21,Male,Medium,3.95
4199,17,Male,High,3.59
4200,21,Female,Medium,4.11
4201,22,Male,Medium,1.99
4202,20,Female,Medium,4.97
4203,18,Female,Medium,1.83
4204,19,Female,Low,4.03
4205,19,Female,Medium,1.75
4206,21,Male,Low,1.09
4207,16,Male,Low,1.68
4208,19,Female,High,0.96
4209,19,Female,Medium,0.65
4210,16,Female,Low,1.82
4211,24,Male,Medium,0.73
4212,19,Male,Medium,2.51
4213,22,Female,High,0.18
4214,18,Male,Low,2.16
4215,18,Male,Medium,4.79
4216,23,Male,Medium,1.79
4217,23,Female,Medium,0.69
4218,16,Male,Medium,1.53
4219,17,Female,Medium,3.96
4220,23,Male,Low,1.57
4221,16,Female,High,1.92
4222,23,Female,Low,3.94
4223,23,Male,Low,1.3
4224,17,Female,Low,2.39
4225,19,Male,Medium,0.32
4226,21,Male,Low,0.87
4227,24,Female,Medium,1.05
4228,23,Male,Medium,2.32
4229,23,Male,Low,4.1
4230,22,Male,Low,1.77
4231,24,Male,Low,1.9
4232,17,Female,High,1.51
4233,18,Male,Medium,1.6
4234,23,Female,Low,2.02
4235,21,Female,Medium,4.5
4236,24,Male,Medium,0.12
4237,19,Male,Low,3.12
4238,23,Female,Low,4.44
4239,18,Male,Medium,2.08
4240,18,Male,Medium,3.25
4241,23,Male,Medium,2.93
4242,20,Female,Medium,1.69
4243,18,Female,Low,0.69
4244,16,Male,High,1.1
4245,18,Male,Low,0.29
4246,24,Female,Low,3.82
4247,20,Female,Medium,2.66
4248,17,Female,Medium,3.93
4249,22,Female,Medium,1.45
4250,17,Male,Low,4.02
4251,19,Female,Low,1.55
4252,22,Male,Low,0.61
4253,19,Male,Medium,2.67
4254,22,Female,High,4.73
4255,22,Male,Low,2.07
4256,16,Other,High,2.58
4257,21,Male,Low,2.26
4258,24,Female,Medium,2.29
4259,17,Female,Medium,1.07
4260,18,Male,Low,2.11
4261,20,Female,Medium,2.48
4262,24,Male,Low,3.72
4263,19,Female,Low,0.7
4264,16,Male,Medium,2.86
4265,19,Female,Low,3.31
4266,21,Male,Medium,1.91
4267,20,Male,Medium,2.75
4268,16,Male,Low,3.55
4269,19,Male,Medium,2.33
4270,21,Female,Medium,1.67
4271,19,Female,Low,4.12
4272,24,Female,Medium,4.94
4273,20,Male,Low,1.08
4274,23,Female,Low,4.45
4275,24,Male,High,2.73
4276,20,Female,Medium,2.24
4277,21,Other,Medium,4.47
4278,16,Male,Medium,4.55
4279,22,Male,Low,1.36
4280,19,Male,Low,1.79
4281,17,Female,Medium,4.26
4282,20,Female,High,2.45
4283,18,Female,Low,1.44
4284,21,Male,Medium,4.81
4285,23,Female,Low,1.09
4286,22,Female,Low,3.05
4287,18,Male,Medium,2.14
4288,23,Female,Medium,2.26
4289,17,Male,High,0.53
4290,24,Male,Medium,1.29
4291,19,Female,Medium,0.83
4292,16,Male,Low,3.75
4293,23,Female,Low,3.49
4294,22,Female,High,3.97
4295,20,Male,Medium,3.5
4296,20,Female,Medium,0.64
4297,22,Female,Medium,4.89
4298,20,Male,Medium,0.94
4299,23,Male,Medium,1.75
4300,21,Male,Medium,3.53
4301,20,Male,Medium,0.7
4302,24,Male,Medium,0.85
4303,17,Male,High,4.38
4304,16,Male,Medium,1.66
4305,23,Female,High,3.33
4306,18,Male,Low,4.29
4307,22,Female,Medium,4.87
4308,23,Female,High,1.05
4309,21,Female,Low,0.61
4310,24,Male,Medium,3.7
4311,22,Female,Low,0.94
4312,20,Female,Medium,2.9
4313,23,Female,Medium,2.66
4314,17,Male,Medium,2.8
4315,22,Male,Medium,3.25
4316,19,Female,Medium,4.25
4317,24,Male,High,1.36
4318,16,Male,Low,2.78
4319,22,Male,Low,1.68
4320,21,Female,Medium,1.59
4321,23,Other,Medium,0.1
4322,20,Male,High,3.0
4323,16,Female,Medium,4.86
4324,16,Female,Low,3.81
4325,24,Female,High,1.21
4326,21,Female,Medium,3.58
4327,20,Female,Low,1.49
4328,16,Female,Low,3.77
4329,21,Male,Medium,4.27
4330,21,Female,Medium,1.67
4331,18,Male,Medium,0.01
4332,23,Male,High,1.53
4333,16,Female,Medium,1.03
4334,16,Female,Medium,3.09
4335,21,Female,Low,1.45
4336,16,Male,Medium,0.18
4337,21,Male,Medium,2.66
4338,16,Female,Medium,4.37
4339,21,Male,Medium,2.26
4340,18,Female,Medium,1.88
4341,23,Male,Medium,0.89
4342,21,Male,Medium,1.94
4343,16,Other,Medium,1.65
4344,20,Male,High,4.97
4345,23,Male,Medium,0.15
4346,18,Male,Medium,1.19
4347,21,Female,Medium,0.34
4348,20,Female,High,4.29
4349,21,Male,Medium,2.09
4350,16,Male,Low,3.98
4351,22,Female,Low,3.46
4352,24,Male,Medium,4.64
4353,17,Female,Low,0.12
4354,20,Male,Medium,1.04
4355,19,Male,Low,3.51
4356,21,Female,Medium,2.93
4357,21,Male,Medium,3.47
4358,17,Female,Medium,2.88
4359,17,Male,Medium,2.91
4360,19,Male,Low,4.66
4361,16,Other,Medium,4.61
4362,24,Male,Medium,0.19
4363,22,Female,Medium,2.07
4364,22,Male,High,2.55
4365,18,Female,Medium,1.79
4366,18,Female,Medium,0.25
4367,16,Male,Medium,2.36
4368,18,Female,High,4.88
4369,18,Female,Medium,0.36
4370,19,Male,Medium,4.08
4371,19,Female,Low,0.98
4372,18,Female,Low,2.88
4373,23,Male,High,1.94
4374,23,Male,Medium,1.75
4375,16,Male,Low,4.35
4376,22,Male,High,4.87
4377,17,Female,Medium,1.93
4378,16,Female,Medium,3.2
4379,18,Female,Low,2.78
4380,19,Male,Low,0.38
4381,21,Male,Low,0.21
4382,20,Female,Medium,3.87
4383,19,Female,Medium,1.97
4384,23,Female,Medium,1.54
4385,19,Male,Low,4.93
4386,17,Male,Low,0.43
4387,18,Male,High,1.35
4388,21,Other,Low,4.28
4389,23,Male,High,2.07
4390,23,Female,Medium,2.92
4391,24,Female,Low,0.24
4392,22,Male,Medium,4.6
4393,17,Female,Medium,0.68
4394,23,Female,Medium,1.07
4395,22,Female,Low,0.78
4396,23,Male,Low,2.49
4397,18,Male,Low,4.08
4398,22,Male,High,1.33
4399,24,Male,Medium,0.71
4400,18,Female,Medium,2.05
4401,21,Female,Low,4.91
4402,17,Male,Medium,0.06
4403,17,Female,Low,2.52
4404,20,Female,Low,3.35
4405,20,Male,Low,4.03
4406,22,Male,Medium,3.73
4407,17,Female,Medium,0.37
4408,22,Female,Low,2.31
4409,20,Female,Low,0.39
4410,21,Male,Low,3.1
4411,23,Male,Medium,0.39
4412,19,Male,Medium,0.24
4413,22,Female,Low,1.53
4414,21,Female,Low,4.69
4415,17,Male,Medium,3.55
4416,23,Female,Medium,0.02
4417,24,Female,Low,1.42
4418,20,Female,Medium,0.09
4419,19,Other,Low,1.47
4420,21,Male,Medium,3.43
4421,23,Female,Medium,3.8
4422,18,Male,Low,4.02
4423,16,Male,High,4.55
4424,19,Female,Medium,1.83
4425,19,Female,Medium,4.31
4426,16,Female,Low,3.64
4427,24,Female,Medium,2.69
4428,18,Female,Medium,4.77
4429,20,Female,High,4.74
4430,21,Male,High,4.49
4431,23,Female,Medium,1.01
4432,21,Female,Medium,1.04
4433,18,Male,Low,4.51
4434,21,Male,Medium,1.99
4435,16,Female,Medium,3.99
4436,19,Female,Medium,3.43
4437,21,Female,Low,3.81
4438,22,Female,High,0.13
4439,18,Male,Medium,2.15
4440,24,Female,Medium,4.29
4441,22,Female,Low,2.45
4442,16,Female,Medium,3.45
4443,17,Female,High,3.78
4444,16,Female,Medium,0.6
4445,24,Female,Low,0.78
4446,24,Female,Medium,3.62
4447,22,Male,Low,0.27
4448,18,Female,Medium,1.71
4449,20,Male,Medium,4.59
4450,19,Male,Medium,2.87
4451,22,Female,Medium,4.55
4452,24,Male,Medium,1.55
4453,17,Female,Medium,3.18
4454,23,Male,Low,1.43
4455,24,Male,Medium,0.56
4456,24,Female,Low,4.95
4457,22,Male,Medium,0.88
4458,24,Female,Medium,0.94
4459,24,Male,Medium,4.21
4460,18,Male,Low,4.01
4461,19,Male,Low,4.89
4462,17,Male,Medium,0.36
4463,18,Female,High,0.47
4464,20,Male,Medium,2.24
4465,20,Female,Medium,2.96
4466,21,Female,Medium,0.19
4467,22,Female,Medium,0.79
4468,22,Female,Medium,3.52
4469,16,Male,Low,3.34
4470,17,Male,High,0.45
4471,24,Female,Low,4.66
4472,17,Female,Medium,1.27
4473,21,Female,Medium,4.44
4474,16,Female,Low,4.61
4475,18,Male,Low,2.45
4476,17,Male,Low,2.06
4477,18,Female,Medium,1.39
4478,20,Female,High,4.04
4479,21,Male,High,0.98
4480,24,Female,Medium,3.11
4481,19,Male,Medium,2.84
4482,22,Male,Medium,1.24
4483,21,Female,High,4.92
4484,17,Female,Medium,4.23
4485,23,Female,Low,0.1
4486,22,Male,Medium,2.11
4487,22,Male,Low,1.79
4488,23,Female,Low,4.41
4489,16,Male,Medium,1.32
4490,16,Female,Medium,4.99
4491,23,Female,Medium,1.0
4492,19,Female,Low,1.22
4493,20,Male,High,3.33
4494,23,Female,Medium,0.81
4495,20,Male,Low,4.44
4496,19,Male,High,0.55
4497,21,Male,Low,4.92
4498,20,Male,Medium,4.37
4499,22,Female,High,4.2
4500,22,Male,High,2.04
4501,19,Male,Medium,2.57
4502,20,Other,High,2.28
4503,18,Male,Low,4.94
4504,19,Female,Medium,0.17
4505,19,Male,Medium,1.91
4506,18,Male,Medium,4.84
4507,20,Female,Low,1.85
4508,20,Male,Low,1.99
4509,22,Female,Low,3.16
4510,19,Male,Medium,4.54
4511,19,Male,Medium,1.47
4512,24,Male,Low,4.74
4513,21,Male,Medium,1.41
4514,19,Male,Medium,4.08
4515,17,Female,Medium,1.38
4516,21,Female,High,0.36
4517,17,Male,Low,4.06
4518,20,Male,Low,2.25
4519,21,Female,Medium,1.95
4520,19,Female,Medium,2.15
4521,18,Female,Low,3.06
4522,22,Female,Medium,1.31
4523,17,Male,Medium,1.19
4524,21,Male,Medium,2.42
4525,19,Female,Medium,0.18
4526,21,Female,Medium,3.21
4527,19,Female,High,4.11
4528,19,Male,Medium,3.64
4529,19,Other,Medium,2.35
4530,24,Female,Low,2.83
4531,22,Male,Medium,0.13
4532,18,Female,Medium,4.56
4533,18,Male,Low,2.79
4534,21,Male,Low,1.58
4535,21,Male,Medium,1.47
4536,19,Male,Low,3.3
4537,24,Male,Medium,2.92
4538,19,Female,High,0.94
4539,24,Male,Medium,2.05
4540,19,Female,Medium,3.38
4541,17,Male,Low,1.49
4542,17,Male,Medium,2.55
4543,20,Female,Medium,1.27
4544,19,Female,Low,0.36
4545,22,Female,Medium,1.94
4546,20,Other,Low,3.66
4547,21,Male,High,1.07
4548,19,Male,Medium,3.77
4549,17,Female,Low,3.35
4550,24,Other,High,2.54
4551,22,Female,Medium,4.86
4552,19,Female,Medium,4.42
4553,18,Female,Medium,2.82
4554,18,Male,Low,2.79
4555,24,Female,Medium,1.39
4556,20,Female,Medium,4.6
4557,18,Female,Medium,4.48
4558,20,Male,Low,3.71
4559,17,Male,Low,0.64
4560,19,Male,Low,3.52
4561,17,Male,Low,1.27
4562,17,Female,Medium,0.94
4563,23,Male,High,3.8
4564,16,Male,Medium,4.8
4565,22,Male,Low,0.54
4566,20,Female,Medium,0.82
4567,23,Female,Medium,1.1
4568,16,Male,Low,4.81
4569,22,Male,Low,3.48
4570,20,Male,Medium,3.39
4571,19,Female,Medium,2.53
4572,22,Male,Low,2.69
4573,17,Female,Medium,1.45
4574,16,Male,Medium,0.77
4575,16,Male,Medium,3.9
4576,16,Female,Medium,2.35
4577,20,Male,Low,1.28
4578,22,Female,Medium,3.16
4579,17,Male,Medium,1.05
4580,23,Female,Medium,2.44
4581,19,Female,Medium,0.95
4582,18,Female,Medium,3.8
4583,23,Male,Low,1.6
4584,17,Male,Medium,2.21
4585,18,Male,Low,3.77
4586,18,Female,Low,3.3
4587,16,Female,Medium,2.0
4588,21,Male,Medium,0.36
4589,17,Male,Low,4.61
4590,16,Female,High,0.04
4591,17,Male,Medium,3.67
4592,21,Male,Medium,4.73
4593,19,Male,High,1.53
4594,21,Female,Medium,0.38
4595,24,Female,Medium,1.25
4596,23,Other,High,1.57
4597,16,Male,Medium,2.26
4598,23,Female,Medium,2.63
4599,24,Female,Medium,3.63
4600,21,Male,Medium,4.5
4601,20,Female,Medium,2.32
4602,21,Male,Medium,3.73
4603,21,Male,Medium,0.64
4604,24,Male,Medium,1.64
4605,19,Male,Medium,0.59
4606,17,Female,Low,3.46
4607,24,Male,Low,4.54
4608,17,Male,Medium,4.45
4609,24,Male,Medium,1.63
4610,17,Female,Medium,1.17
4611,23,Female,Medium,1.37
4612,24,Female,Medium,1.44
4613,24,Female,High,0.41
4614,24,Male,Low,0.67
4615,17,Male,Medium,1.07
4616,19,Female,Medium,0.04
4617,22,Male,Low,0.24
4618,17,Male,Low,3.49
4619,16,Female,Medium,3.1
4620,18,Male,Medium,4.73
4621,19,Male,Medium,2.01
4622,23,Male,Medium,2.22
4623,21,Male,Medium,0.34
4624,17,Female,High,0.76
4625,24,Female,Medium,3.46
4626,17,Female,Low,1.18
4627,20,Female,Low,3.87
4628,19,Male,Medium,3.53
4629,22,Male,Medium,3.74
4630,23,Male,Medium,3.45
4631,20,Male,Medium,3.54
4632,20,Other,Medium,2.73
4633,17,Female,Low,3.39
4634,23,Male,Low,2.63
4635,17,Male,Low,1.03
4636,21,Male,Low,1.09
4637,23,Male,High,2.03
4638,21,Male,Low,0.07
4639,19,Female,Low,4.45
4640,19,Female,Medium,1.34
4641,21,Female,Medium,0.26
4642,19,Male,Medium,2.12
4643,23,Male,Low,4.08
4644,24,Female,Medium,1.99
4645,16,Female,Medium,1.31
4646,19,Female,Medium,2.72
4647,19,Female,Low,2.87
4648,17,Female,Medium,3.8
4649,21,Female,Low,4.0
4650,18,Male,Low,3.53
4651,22,Female,Low,0.02
4652,20,Male,Medium,0.01
4653,19,Male,High,4.89
4654,20,Female,Medium,1.32
4655,23,Male,Medium,1.41
4656,18,Male,Medium,3.66
4657,22,Male,Low,2.91
4658,21,Male,Medium,2.32
4659,16,Male,Low,0.58
4660,22,Male,Low,0.41
4661,22,Male,Medium,3.52
4662,16,Male,High,0.62
4663,24,Other,Low,2.18
4664,21,Male,Medium,3.68
4665,17,Male,Medium,4.62
4666,20,Female,High,4.37
4667,19,Female,Medium,4.32
4668,22,Female,Medium,1.79
4669,23,Male,Medium,4.64
4670,16,Female,Medium,3.42
4671,20,Female,Medium,4.43
4672,18,Female,High,0.44
4673,16,Female,Medium,0.2
4674,18,Female,High,2.15
4675,21,Female,Medium,4.14
4676,22,Female,Medium,2.04
4677,23,Male,Low,4.42
4678,19,Female,Medium,1.17
4679,18,Female,Medium,0.2
4680,20,Male,High,3.81
4681,24,Other,Medium,3.13
4682,21,Male,Medium,2.2
4683,24,Male,High,4.23
4684,21,Female,Low,4.12
4685,17,Male,Low,1.62
4686,20,Male,Medium,4.19
4687,24,Male,Low,1.73
4688,23,Male,High,3.11
4689,22,Male,Low,0.96
4690,16,Male,High,1.32
4691,19,Male,Medium,2.24
4692,22,Other,Medium,1.57
4693,22,Other,Medium,0.65
4694,21,Male,Low,2.41
4695,23,Female,Low,2.56
4696,21,Male,Medium,0.79
4697,18,Male,Medium,0.87
4698,19,Male,Medium,0.15
4699,18,Other,Medium,0.15
4700,16,Female,High,1.79
4701,20,Male,Low,0.73
4702,16,Male,Medium,4.6
4703,16,Male,Medium,1.0
4704,17,Female,Medium,0.33
4705,19,Female,Low,2.02
4706,21,Male,Low,0.96
4707,23,Female,High,0.31
4708,18,Male,Low,3.76
4709,16,Female,Medium,2.79
4710,18,Female,Medium,0.29
4711,18,Male,Low,2.34
4712,20,Female,Medium,0.19
4713,19,Female,Medium,1.77
4714,19,Male,Low,1.82
4715,24,Male,High,4.11
4716,22,Female,Medium,3.68
4717,19,Male,Low,4.48
4718,18,Male,Low,0.7
4719,21,Male,Low,2.67
4720,18,Female,Medium,0.1
4721,21,Female,Medium,4.13
4722,24,Female,High,1.83
4723,21,Female,Medium,0.35
4724,19,Male,High,1.62
4725,20,Female,Medium,1.43
4726,21,Female,Medium,3.83
4727,18,Male,Medium,0.63
4728,23,Male,Low,2.78
4729,19,Male,High,3.97
4730,23,Female,High,3.7
4731,18,Female,Low,4.68
4732,22,Female,High,0.0
4733,24,Other,Low,1.77
4734,19,Male,Medium,1.85
4735,23,Female,Medium,0.17
4736,18,Female,Medium,4.09
4737,22,Male,High,3.44
4738,18,Other,High,2.64
4739,22,Male,Medium,2.03
4740,21,Female,Medium,4.48
4741,17,Female,Medium,1.32
4742,18,Female,Medium,1.67
4743,21,Female,Medium,4.76
4744,19,Male,Low,0.32
4745,21,Female,Medium,3.9
4746,16,Male,High,3.59
4747,16,Female,Low,4.51
4748,18,Female,Low,0.45
4749,23,Female,Low,4.85
4750,23,Male,High,0.14
4751,19,Female,High,1.69
4752,21,Female,Low,0.42
4753,23,Female,Low,0.26
4754,22,Male,Low,4.82
4755,22,Male,Medium,3.6
4756,19,Male,Medium,2.53
4757,24,Female,Low,0.54
4758,21,Female,Medium,2.63
4759,18,Other,Low,1.6
4760,20,Male,Medium,1.36
4761,20,Male,Medium,3.09
4762,20,Female,High,3.95
4763,23,Female,Medium,2.22
4764,24,Female,Medium,2.47
4765,24,Female,Medium,3.26
4766,21,Male,Medium,0.62
4767,21,Female,Medium,4.14
4768,24,Female,Medium,4.18
4769,19,Female,Low,2.71
4770,21,Male,Low,0.94
4771,19,Male,Low,2.5
4772,16,Male,High,0.53
4773,22,Female,Medium,3.82
4774,21,Male,Medium,1.56
4775,24,Male,Low,1.56
4776,22,Male,Low,4.73
4777,22,Female,Medium,2.11
4778,17,Male,Low,3.95
4779,24,Female,Medium,3.19
4780,24,Male,Medium,1.58
4781,21,Male,Low,0.62
4782,18,Female,Medium,3.99
4783,16,Male,Medium,3.81
4784,19,Male,Low,0.85
4785,18,Male,Medium,1.25
4786,16,Female,Low,3.83
4787,18,Female,Low,4.92
4788,19,Male,Medium,4.22
4789,23,Male,Medium,3.42
4790,24,Other,High,4.58
4791,18,Female,Medium,1.43
4792,21,Male,High,0.05
4793,20,Female,Medium,1.6
4794,21,Female,Medium,4.86
4795,19,Female,Medium,4.41
4796,21,Male,Low,0.25
4797,22,Male,Low,2.51
4798,24,Male,Low,0.4
4799,22,Female,High,3.95
4800,21,Female,Medium,1.86
4801,16,Male,Low,4.56
4802,17,Female,Medium,0.27
4803,16,Female,High,3.67
4804,24,Other,Low,2.0
4805,24,Female,Medium,1.34
4806,22,Other,High,2.59
4807,17,Male,Low,2.43
4808,21,Female,Low,1.74
4809,19,Female,Medium,3.24
4810,16,Male,High,3.31
4811,16,Male,Medium,0.39
4812,20,Other,Low,2.98
4813,17,Male,Medium,3.55
4814,19,Female,Medium,0.38
4815,16,Male,Low,3.3
4816,19,Male,Medium,4.02
4817,21,Male,Low,4.16
4818,19,Male,Low,0.21
4819,16,Female,Medium,3.49
4820,22,Female,Low,3.98
4821,17,Male,Medium,1.98
4822,24,Male,Low,2.71
4823,18,Male,Low,1.33
4824,23,Male,Medium,1.55
4825,23,Female,Low,2.51
4826,18,Male,Low,0.76
4827,19,Male,Medium,1.85
4828,17,Female,Medium,1.51
4829,19,Male,Medium,1.19
4830,24,Male,Medium,2.42
4831,17,Male,Low,4.19
4832,18,Female,Low,1.21
4833,19,Female,Medium,3.3
4834,20,Female,High,1.27
4835,16,Male,Medium,0.71
4836,22,Male,Medium,4.72
